[09:22:36]===============================================================
[09:22:36]     START MEASURE :: 아이스 아메리카노
[09:29:17]  START OUTLET         : 0.06 sec
[09:29:17]  START OUTLET         : 0.14 sec
[09:29:17]  START OUTLET         : 0.08 sec
[09:29:17]  START OUTLET         : 0.13 sec
[09:29:17]  START OUTLET         : 0.07 sec
[09:29:17]  START OUTLET         : 0.13 sec
[09:29:17]  START OUTLET         : 0.07 sec
[09:29:17]  START OUTLET         : 0.14 sec
[09:29:17]  START OUTLET         : 0.05 sec
[09:29:18]  START OUTLET         : 0.14 sec
[09:29:18]  START OUTLET         : 0.06 sec
[09:29:18]  START OUTLET         : 0.14 sec
[09:29:18]  START OUTLET         : 0.07 sec
[09:29:18]  START OUTLET         : 0.12 sec
[09:29:18]  START OUTLET         : 0.08 sec
[09:29:18]  START OUTLET         : 0.15 sec
[09:29:18]  START OUTLET         : 0.05 sec
[09:29:18]  START OUTLET         : 0.12 sec
[09:29:18]  START OUTLET         : 0.07 sec
[09:29:19]  START OUTLET         : 0.14 sec
[09:29:19]  START OUTLET         : 0.06 sec
[09:29:19]  START OUTLET         : 0.11 sec
[09:29:19]  START OUTLET         : 0.09 sec
[09:29:19]  START OUTLET         : 0.12 sec
[09:29:19]  START OUTLET         : 0.08 sec
[09:29:19]  START OUTLET         : 0.14 sec
[09:29:19]  START OUTLET         : 0.06 sec
[09:29:19]  START OUTLET         : 0.12 sec
[09:29:19]  START OUTLET         : 0.07 sec
[09:29:20]  START OUTLET         : 0.13 sec
[09:29:20]  START OUTLET         : 0.07 sec
[09:29:20]  START OUTLET         : 0.17 sec
[09:29:20]  START OUTLET         : 0.05 sec
[09:29:20]  START OUTLET         : 0.11 sec
[09:29:20]  START OUTLET         : 0.06 sec
[09:29:20]  START OUTLET         : 0.13 sec
[09:29:20]  START OUTLET         : 0.07 sec
[09:29:20]  START OUTLET         : 0.14 sec
[09:29:20]  START OUTLET         : 0.06 sec
[09:29:21]  START OUTLET         : 0.13 sec
[09:29:21]  START OUTLET         : 0.07 sec
[09:29:21]  START OUTLET         : 0.13 sec
[09:29:21]  START OUTLET         : 0.09 sec
[09:29:21]  START OUTLET         : 0.11 sec
[09:29:21]  START OUTLET         : 0.07 sec
[09:29:21]  START OUTLET         : 0.13 sec
[09:29:21]  START OUTLET         : 0.08 sec
[09:29:21]  START OUTLET         : 0.13 sec
[09:29:21]  START OUTLET         : 0.07 sec
[09:29:22]  START OUTLET         : 0.13 sec
[09:29:22]  START OUTLET         : 0.07 sec
[09:29:22]  START OUTLET         : 0.14 sec
[09:29:22]  START OUTLET         : 0.06 sec
[09:29:22]  START OUTLET         : 0.12 sec
[09:29:22]  START OUTLET         : 0.08 sec
[09:29:22]  START OUTLET         : 0.14 sec
[09:29:22]  START OUTLET         : 0.07 sec
[09:29:22]  START OUTLET         : 0.14 sec
[09:29:22]  START OUTLET         : 0.06 sec
[09:29:23]  START OUTLET         : 0.14 sec
[09:29:23]  START OUTLET         : 0.06 sec
[09:29:23]  START OUTLET         : 0.13 sec
[09:29:23]  START OUTLET         : 0.08 sec
[09:29:23]  START OUTLET         : 0.13 sec
[09:29:23]  START OUTLET         : 0.07 sec
[09:29:23]  START OUTLET         : 0.14 sec
[09:29:23]  START OUTLET         : 0.06 sec
[09:29:23]  START OUTLET         : 0.14 sec
[09:29:23]  START OUTLET         : 0.07 sec
[09:29:24]  START OUTLET         : 0.13 sec
[09:29:24]  START OUTLET         : 0.07 sec
[09:29:24]  START OUTLET         : 0.13 sec
[09:29:24]  START OUTLET         : 0.07 sec
[09:29:24]  START OUTLET         : 0.13 sec
[09:29:24]  START OUTLET         : 0.07 sec
[09:29:24]  START OUTLET         : 0.13 sec
[09:29:24]  START OUTLET         : 0.08 sec
[09:29:24]  START OUTLET         : 0.12 sec
[09:29:24]  START OUTLET         : 0.08 sec
[09:29:25]  START OUTLET         : 0.13 sec
[09:29:25]  START OUTLET         : 0.07 sec
[09:29:25]  START OUTLET         : 0.14 sec
[09:29:25]  START OUTLET         : 0.07 sec
[09:29:25]  START OUTLET         : 0.13 sec
[09:29:25]  START OUTLET         : 0.07 sec
[09:29:25]  START OUTLET         : 0.13 sec
[09:29:25]  START OUTLET         : 0.07 sec
[09:29:25]  START OUTLET         : 0.15 sec
[09:29:25]  START OUTLET         : 0.05 sec
[09:29:26]  START OUTLET         : 0.12 sec
[09:29:26]  START OUTLET         : 0.09 sec
[09:29:26]  START OUTLET         : 0.13 sec
[09:29:26]  START OUTLET         : 0.07 sec
[09:29:26]  START OUTLET         : 0.13 sec
[09:29:26]  START OUTLET         : 0.06 sec
[09:29:26]  START OUTLET         : 0.14 sec
[09:29:26]  START OUTLET         : 0.06 sec
[09:29:26]  START OUTLET         : 0.13 sec
[09:29:26]  START OUTLET         : 0.07 sec
[09:29:27]  START OUTLET         : 0.14 sec
[09:29:27]  START OUTLET         : 0.06 sec
[09:29:27]  START OUTLET         : 0.14 sec
[09:29:27]  START OUTLET         : 0.07 sec
[09:29:27]  START OUTLET         : 0.13 sec
[09:29:27]  START OUTLET         : 0.06 sec
[09:29:27]  START OUTLET         : 0.11 sec
[09:29:27]  START OUTLET         : 0.09 sec
[09:29:27]  START OUTLET         : 0.13 sec
[09:29:27]  START OUTLET         : 0.07 sec
[09:29:28]  START OUTLET         : 0.14 sec
[09:29:28]  START OUTLET         : 0.06 sec
[09:29:28]  START OUTLET         : 0.13 sec
[09:29:28]  START OUTLET         : 0.08 sec
[09:29:28]  START OUTLET         : 0.12 sec
[09:29:28]  START OUTLET         : 0.07 sec
[09:29:28]  START OUTLET         : 0.14 sec
[09:29:28]  START OUTLET         : 0.06 sec
[09:29:28]  START OUTLET         : 0.14 sec
[09:29:28]  START OUTLET         : 0.06 sec
[09:29:29]  START OUTLET         : 0.13 sec
[09:29:29]  START OUTLET         : 0.07 sec
[09:29:29]  START OUTLET         : 0.12 sec
[09:29:29]  START OUTLET         : 0.09 sec
[09:29:29]  START OUTLET         : 0.10 sec
[09:29:29]  START OUTLET         : 0.09 sec
[09:29:29]  START OUTLET         : 0.12 sec
[09:29:29]  START OUTLET         : 0.08 sec
[09:29:29]  START OUTLET         : 0.14 sec
[09:29:29]  START OUTLET         : 0.05 sec
[09:29:30]  START OUTLET         : 0.14 sec
[09:29:30]  START OUTLET         : 0.06 sec
[09:29:30]  START OUTLET         : 0.13 sec
[09:29:30]  START OUTLET         : 0.09 sec
[09:29:30]  START OUTLET         : 0.11 sec
[09:29:30]  START OUTLET         : 0.08 sec
[09:29:30]  START OUTLET         : 0.13 sec
[09:29:30]  START OUTLET         : 0.06 sec
[09:29:30]  START OUTLET         : 0.15 sec
[09:29:30]  START OUTLET         : 0.05 sec
[09:29:31]  START OUTLET         : 0.14 sec
[09:29:31]  START OUTLET         : 0.07 sec
[09:29:31]  START OUTLET         : 0.12 sec
[09:29:31]  START OUTLET         : 0.08 sec
[09:29:31]  START OUTLET         : 0.12 sec
[09:29:31]  START OUTLET         : 0.08 sec
[09:29:31]  START OUTLET         : 0.12 sec
[09:29:31]  START OUTLET         : 0.07 sec
[09:29:31]  START OUTLET         : 0.15 sec
[09:29:31]  START OUTLET         : 0.05 sec
[09:29:32]  START OUTLET         : 0.14 sec
[09:29:32]  START OUTLET         : 0.07 sec
[09:29:32]  START OUTLET         : 0.13 sec
[09:29:32]  START OUTLET         : 0.07 sec
[09:29:32]  START OUTLET         : 0.13 sec
[09:29:32]  START OUTLET         : 0.06 sec
[09:29:32]  START OUTLET         : 0.13 sec
[09:29:32]  START OUTLET         : 0.06 sec
[09:29:32]  START OUTLET         : 0.14 sec
[09:29:32]  START OUTLET         : 0.06 sec
[09:29:33]  START OUTLET         : 0.14 sec
[09:29:33]  START OUTLET         : 0.06 sec
[09:29:33]  START OUTLET         : 0.13 sec
[09:29:33]  START OUTLET         : 0.07 sec
[09:29:33]  START OUTLET         : 0.13 sec
[09:29:33]  START OUTLET         : 0.06 sec
[09:29:33]  START OUTLET         : 0.14 sec
[09:29:33]  START OUTLET         : 0.07 sec
[09:29:33]  START OUTLET         : 0.15 sec
[09:29:33]  START OUTLET         : 0.05 sec
[09:29:34]  START OUTLET         : 0.14 sec
[09:29:34]  START OUTLET         : 0.07 sec
[09:29:34]  START OUTLET         : 0.12 sec
[09:29:34]  START OUTLET         : 0.08 sec
[09:29:34]  START OUTLET         : 0.13 sec
[09:29:34]  START OUTLET         : 0.07 sec
[09:29:34]  START OUTLET         : 0.13 sec
[09:29:34]  START OUTLET         : 0.07 sec
[09:29:34]  START OUTLET         : 0.13 sec
[09:29:34]  START OUTLET         : 0.07 sec
[09:29:35]  START OUTLET         : 0.14 sec
[09:29:35]  START OUTLET         : 0.06 sec
[09:29:35]  START OUTLET         : 0.13 sec
[09:29:35]  START OUTLET         : 0.08 sec
[09:29:35]  START OUTLET         : 0.13 sec
[09:29:35]  START OUTLET         : 0.06 sec
[09:29:35]  START OUTLET         : 0.14 sec
[09:29:35]  START OUTLET         : 0.07 sec
[09:29:35]  START OUTLET         : 0.12 sec
[09:29:35]  START OUTLET         : 0.07 sec
[09:29:36]  START OUTLET         : 0.13 sec
[09:29:36]  START OUTLET         : 0.07 sec
[09:29:36]  START OUTLET         : 0.13 sec
[09:29:36]  START OUTLET         : 0.08 sec
[09:29:36]  START OUTLET         : 0.12 sec
[09:29:36]  START OUTLET         : 0.08 sec
[09:29:36]  START OUTLET         : 0.14 sec
[09:29:36]  START OUTLET         : 0.06 sec
[09:29:36]  START OUTLET         : 0.13 sec
[09:29:36]  START OUTLET         : 0.08 sec
[09:29:37]  START OUTLET         : 0.13 sec
[09:29:37]  START OUTLET         : 0.06 sec
[09:29:37]  START OUTLET         : 0.12 sec
[09:29:37]  START OUTLET         : 0.09 sec
[09:29:37]  START OUTLET         : 0.13 sec
[09:29:37]  START OUTLET         : 0.06 sec
[09:29:37]  START OUTLET         : 0.13 sec
[09:29:37]  START OUTLET         : 0.06 sec
[09:29:37]  START OUTLET         : 0.14 sec
[09:29:37]  START OUTLET         : 0.06 sec
[09:29:38]  START OUTLET         : 0.14 sec
[09:29:38]  START OUTLET         : 0.06 sec
[09:29:38]  START OUTLET         : 0.14 sec
[09:29:38]  START OUTLET         : 0.06 sec
[09:29:38]  START OUTLET         : 0.12 sec
[09:29:38]  START OUTLET         : 0.08 sec
[09:29:38]  START OUTLET         : 0.13 sec
[09:29:38]  START OUTLET         : 0.07 sec
[09:29:38]  START OUTLET         : 0.14 sec
[09:29:38]  START OUTLET         : 0.06 sec
[09:29:39]  START OUTLET         : 0.12 sec
[09:29:39]  START OUTLET         : 0.09 sec
[09:29:39]  START OUTLET         : 0.13 sec
[09:29:39]  START OUTLET         : 0.07 sec
[09:29:39]  START OUTLET         : 0.14 sec
[09:29:39]  START OUTLET         : 0.06 sec
[09:29:39]  START OUTLET         : 0.14 sec
[09:29:39]  START OUTLET         : 0.07 sec
[09:29:39]  START OUTLET         : 0.12 sec
[09:29:39]  START OUTLET         : 0.08 sec
[09:29:40]  START OUTLET         : 0.14 sec
[09:29:40]  START OUTLET         : 0.07 sec
[09:29:40]  START OUTLET         : 0.14 sec
[09:29:40]  START OUTLET         : 0.06 sec
[09:29:40]  START OUTLET         : 0.13 sec
[09:29:40]  START OUTLET         : 0.07 sec
[09:29:40]  START OUTLET         : 0.13 sec
[09:29:40]  START OUTLET         : 0.07 sec
[09:29:40]  START OUTLET         : 0.14 sec
[09:29:40]  START OUTLET         : 0.06 sec
[09:29:41]  START OUTLET         : 0.14 sec
[09:29:41]  START OUTLET         : 0.06 sec
[09:29:41]  START OUTLET         : 0.14 sec
[09:29:41]  START OUTLET         : 0.08 sec
[09:29:41]  START OUTLET         : 0.11 sec
[09:29:41]  START OUTLET         : 0.08 sec
[09:29:41]  START OUTLET         : 0.12 sec
[09:29:41]  START OUTLET         : 0.08 sec
[09:29:41]  START OUTLET         : 0.14 sec
[09:29:41]  START OUTLET         : 0.06 sec
[09:29:42]  START OUTLET         : 0.13 sec
[09:29:42]  START OUTLET         : 0.06 sec
[09:29:42]  START OUTLET         : 0.14 sec
[09:29:42]  START OUTLET         : 0.06 sec
[09:29:42]  START OUTLET         : 0.15 sec
[09:29:42]  START OUTLET         : 0.05 sec
[09:29:42]  START OUTLET         : 0.13 sec
[09:29:42]  START OUTLET         : 0.07 sec
[09:29:42]  START OUTLET         : 0.14 sec
[09:29:42]  START OUTLET         : 0.06 sec
[09:29:43]  START OUTLET         : 0.13 sec
[09:29:43]  START OUTLET         : 0.07 sec
[09:29:43]  START OUTLET         : 0.14 sec
[09:29:43]  START OUTLET         : 0.06 sec
[09:29:43]  START OUTLET         : 0.13 sec
[09:29:43]  START OUTLET         : 0.08 sec
[09:29:43]  START OUTLET         : 0.13 sec
[09:29:43]  START OUTLET         : 0.07 sec
[09:29:43]  START OUTLET         : 0.14 sec
[09:29:43]  START OUTLET         : 0.06 sec
[09:29:44]  START OUTLET         : 0.13 sec
[09:29:44]  START OUTLET         : 0.07 sec
[09:29:44]  START OUTLET         : 0.14 sec
[09:29:44]  START OUTLET         : 0.06 sec
[09:29:44]  START OUTLET         : 0.13 sec
[09:29:44]  START OUTLET         : 0.08 sec
[09:29:44]  START OUTLET         : 0.13 sec
[09:29:44]  START OUTLET         : 0.06 sec
[09:29:44]  START OUTLET         : 0.13 sec
[09:29:44]  START OUTLET         : 0.08 sec
[09:29:45]  START OUTLET         : 0.13 sec
[09:29:45]  START OUTLET         : 0.07 sec
[09:29:45]  START OUTLET         : 0.13 sec
[09:29:45]  START OUTLET         : 0.08 sec
[09:29:45]  START OUTLET         : 0.13 sec
[09:29:45]  START OUTLET         : 0.07 sec
[09:29:45]  START OUTLET         : 0.13 sec
[09:29:45]  START OUTLET         : 0.07 sec
[09:29:45]  START OUTLET         : 0.14 sec
[09:29:45]  START OUTLET         : 0.06 sec
[09:29:46]  START OUTLET         : 0.14 sec
[09:29:46]  START OUTLET         : 0.07 sec
[09:29:46]  START OUTLET         : 0.13 sec
[09:29:46]  START OUTLET         : 0.07 sec
[09:29:46]  START OUTLET         : 0.11 sec
[09:29:46]  START OUTLET         : 0.08 sec
[09:29:46]  START OUTLET         : 0.14 sec
[09:29:46]  START OUTLET         : 0.06 sec
[09:29:46]  START OUTLET         : 0.14 sec
[09:29:46]  START OUTLET         : 0.06 sec
[09:29:47]  START OUTLET         : 0.13 sec
[09:29:47]  START OUTLET         : 0.08 sec
[09:29:47]  START OUTLET         : 0.14 sec
[09:29:47]  START OUTLET         : 0.07 sec
[09:29:47]  START OUTLET         : 0.13 sec
[09:29:47]  START OUTLET         : 0.07 sec
[09:29:47]  START OUTLET         : 0.13 sec
[09:29:47]  START OUTLET         : 0.07 sec
[09:29:47]  START OUTLET         : 0.14 sec
[09:29:47]  START OUTLET         : 0.06 sec
[09:29:48]  START OUTLET         : 0.13 sec
[09:29:48]  START OUTLET         : 0.07 sec
[09:29:48]  START OUTLET         : 0.14 sec
[09:29:48]  START OUTLET         : 0.06 sec
[09:29:48]  START OUTLET         : 0.13 sec
[09:29:48]  START OUTLET         : 0.06 sec
[09:29:48]  START OUTLET         : 0.15 sec
[09:29:48]  START OUTLET         : 0.05 sec
[09:29:48]  START OUTLET         : 0.13 sec
[09:29:48]  START OUTLET         : 0.08 sec
[09:29:49]  START OUTLET         : 0.13 sec
[09:29:49]  START OUTLET         : 0.07 sec
[09:29:49]  START OUTLET         : 0.13 sec
[09:29:49]  START OUTLET         : 0.07 sec
[09:29:49]  START OUTLET         : 0.13 sec
[09:29:49]  START OUTLET         : 0.06 sec
[09:29:49]  START OUTLET         : 0.14 sec
[09:29:49]  START OUTLET         : 0.07 sec
[09:29:49]  START OUTLET         : 0.14 sec
[09:29:49]  START OUTLET         : 0.06 sec
[09:29:50]  START OUTLET         : 0.12 sec
[09:29:50]  START OUTLET         : 0.08 sec
[09:29:50]  START OUTLET         : 0.13 sec
[09:29:50]  START OUTLET         : 0.09 sec
[09:29:50]  START OUTLET         : 0.12 sec
[09:29:50]  START OUTLET         : 0.06 sec
[09:29:50]  START OUTLET         : 0.13 sec
[09:29:50]  START OUTLET         : 0.07 sec
[09:29:50]  START OUTLET         : 0.14 sec
[09:29:50]  START OUTLET         : 0.06 sec
[09:29:51]  START OUTLET         : 0.14 sec
[09:29:51]  START OUTLET         : 0.06 sec
[09:29:51]  START OUTLET         : 0.13 sec
[09:29:51]  START OUTLET         : 0.07 sec
[09:29:51]  START OUTLET         : 0.14 sec
[09:29:51]  START OUTLET         : 0.06 sec
[09:29:51]  START OUTLET         : 0.13 sec
[09:29:51]  START OUTLET         : 0.07 sec
[09:29:51]  START OUTLET         : 0.14 sec
[09:29:51]  START OUTLET         : 0.06 sec
[09:29:52]  START OUTLET         : 0.14 sec
[09:29:52]  START OUTLET         : 0.07 sec
[09:29:52]  START OUTLET         : 0.13 sec
[09:29:52]  START OUTLET         : 0.07 sec
[09:29:52]  START OUTLET         : 0.13 sec
[09:29:52]  START OUTLET         : 0.06 sec
[09:29:52]  START OUTLET         : 0.14 sec
[09:29:52]  START OUTLET         : 0.07 sec
[09:29:52]  START OUTLET         : 0.15 sec
[09:29:52]  START OUTLET         : 0.04 sec
[09:29:53]  START OUTLET         : 0.14 sec
[09:29:53]  START OUTLET         : 0.06 sec
[09:29:53]  START OUTLET         : 0.14 sec
[09:29:53]  START OUTLET         : 0.08 sec
[09:29:53]  START OUTLET         : 0.12 sec
[09:29:53]  START OUTLET         : 0.06 sec
[09:29:53]  START OUTLET         : 0.14 sec
[09:29:53]  START OUTLET         : 0.07 sec
[09:29:53]  START OUTLET         : 0.14 sec
[09:29:53]  START OUTLET         : 0.06 sec
[09:29:54]  START OUTLET         : 0.13 sec
[09:29:54]  START OUTLET         : 0.07 sec
[09:29:54]  START OUTLET         : 0.13 sec
[09:29:54]  START OUTLET         : 0.07 sec
[09:29:54]  START OUTLET         : 0.13 sec
[09:29:54]  START OUTLET         : 0.07 sec
[09:29:54]  START OUTLET         : 0.13 sec
[09:29:54]  START OUTLET         : 0.07 sec
[09:29:54]  START OUTLET         : 0.13 sec
[09:29:54]  START OUTLET         : 0.07 sec
[09:29:55]  START OUTLET         : 0.14 sec
[09:29:55]  START OUTLET         : 0.06 sec
[09:29:55]  START OUTLET         : 0.14 sec
[09:29:55]  START OUTLET         : 0.07 sec
[09:29:55]  START OUTLET         : 0.14 sec
[09:29:55]  START OUTLET         : 0.05 sec
[09:29:55]  START OUTLET         : 0.14 sec
[09:29:55]  START OUTLET         : 0.06 sec
[09:29:55]  START OUTLET         : 0.16 sec
[09:29:55]  START OUTLET         : 0.04 sec
[09:29:56]  START OUTLET         : 0.13 sec
[09:29:56]  START OUTLET         : 0.07 sec
[09:29:56]  START OUTLET         : 0.14 sec
[09:29:56]  START OUTLET         : 0.07 sec
[09:29:56]  START OUTLET         : 0.11 sec
[09:29:56]  START OUTLET         : 0.08 sec
[09:29:56]  START OUTLET         : 0.13 sec
[09:29:56]  START OUTLET         : 0.06 sec
[09:29:56]  START OUTLET         : 0.14 sec
[09:29:56]  START OUTLET         : 0.07 sec
[09:29:57]  START OUTLET         : 0.14 sec
[09:29:57]  START OUTLET         : 0.06 sec
[09:29:57]  START OUTLET         : 0.12 sec
[09:29:57]  START OUTLET         : 0.10 sec
[09:29:57]  START OUTLET         : 0.13 sec
[09:29:57]  START OUTLET         : 0.06 sec
[09:29:57]  START OUTLET         : 0.14 sec
[09:29:57]  START OUTLET         : 0.07 sec
[09:29:57]  START OUTLET         : 0.14 sec
[09:29:57]  START OUTLET         : 0.06 sec
[09:29:58]  START OUTLET         : 0.14 sec
[09:29:58]  START OUTLET         : 0.06 sec
[09:29:58]  START OUTLET         : 0.14 sec
[09:29:58]  START OUTLET         : 0.06 sec
[09:29:58]  START OUTLET         : 0.13 sec
[09:29:58]  START OUTLET         : 0.07 sec
[09:29:58]  START OUTLET         : 0.14 sec
[09:29:58]  START OUTLET         : 0.06 sec
[09:29:58]  START OUTLET         : 0.14 sec
[09:29:58]  START OUTLET         : 0.06 sec
[09:29:59]  START OUTLET         : 0.14 sec
[09:29:59]  START OUTLET         : 0.06 sec
[09:29:59]  START OUTLET         : 0.13 sec
[09:29:59]  START OUTLET         : 0.09 sec
[09:29:59]  START OUTLET         : 0.13 sec
[09:29:59]  START OUTLET         : 0.06 sec
[09:29:59]  START OUTLET         : 0.14 sec
[09:29:59]  START OUTLET         : 0.06 sec
[09:29:59]  START OUTLET         : 0.14 sec
[09:29:59]  START OUTLET         : 0.06 sec
[09:30:00]  START OUTLET         : 0.14 sec
[09:30:00]  START OUTLET         : 0.06 sec
[09:30:00]  START OUTLET         : 0.14 sec
[09:30:00]  START OUTLET         : 0.07 sec
[09:30:00]  START OUTLET         : 0.12 sec
[09:30:00]  START OUTLET         : 0.07 sec
[09:30:00]  START OUTLET         : 0.13 sec
[09:30:00]  START OUTLET         : 0.07 sec
[09:30:00]  START OUTLET         : 0.14 sec
[09:30:00]  START OUTLET         : 0.05 sec
[09:30:01]  START OUTLET         : 0.13 sec
[09:30:01]  START OUTLET         : 0.07 sec
[09:30:01]  START OUTLET         : 0.13 sec
